,Care,Fairness,Loyalty,Authority,Sanctity
,Harm,Cheating,Betrayal,Subversion,Degredation
0,-0.031768605,0.03955907,-0.003742167,-0.021122314,-0.025270768
1,4.9887225e-05,-0.010835145,-0.054907843,-0.045406215,-0.069255486
2,-0.1562021,0.029954111,-0.012761767,0.032573137,-0.0844864
3,-0.04920366,0.028787453,-0.060643177,-0.04269152,-0.1055538
4,-0.00901651,0.029250868,-0.026033513,-0.018334249,-0.06651229
5,-0.059170652,0.0093315765,-0.073558465,-0.07748865,-0.14056246
6,0.016338693,0.01649644,-0.049215972,-0.07662329,-0.049402617
7,0.036603857,0.0116449725,-0.01880956,0.018586155,-0.042185295
8,-0.009956642,0.015258927,-0.03162435,-0.039731104,-0.04850041
9,0.0034369323,0.023282241,-0.037133683,-0.045945596,-0.036739577
10,-0.014034608,-0.041757114,-0.07502934,-0.06171138,-0.104255125
11,-0.02445577,0.0077489885,-0.055894826,-0.08896209,-0.17673133
12,-0.040275928,-0.01649555,-0.07154762,-0.15588634,-0.13936964
13,-0.020454597,-0.00031998102,-0.044984244,-0.028086433,-0.11966731
14,-0.20110527,-0.11863646,-0.13305105,-0.1449045,-0.27336434
15,-0.04370735,0.013868522,-0.06737929,-0.10512134,-0.086129755
16,-0.02354296,0.057659086,-0.018231612,0.0075131417,-0.06170695
17,-0.110800385,0.079961754,-0.027415138,-0.078538574,-0.12227824
18,-0.028629517,0.012442561,-0.011334101,-0.032057844,-0.09497626
19,0.03356171,0.053344987,0.0051411744,0.0044599054,-0.047835827
20,-0.20454559,-0.053613055,-0.045237344,-0.05274094,-0.1441145
21,-0.056769453,-0.05858393,-0.032486584,-0.051149555,-0.16139044
22,-0.019925881,0.079079635,-0.013838951,-0.06642029,-0.119340934
23,-0.064793825,0.028877342,0.032089107,0.08677815,-0.038861703
24,-0.003986193,0.0037689535,0.0051976633,0.017304603,-0.023677714
25,-0.014436788,0.14628404,0.036766842,0.03665551,-0.04790697
26,-0.028839793,0.03486841,0.015610762,-0.01221349,-0.036929213
27,-0.07942402,0.049760755,0.09467848,0.12670502,0.03760028
28,-0.019335195,0.14831288,0.00018647406,0.0027445913,-0.099824086
29,-0.007961246,0.037588548,-0.042145364,-0.07931816,-0.06538224
30,0.01350509,0.00782082,-0.003915996,0.004289409,-0.014432907
31,0.07433624,0.04718848,-0.038908664,-0.083083436,0.02668935
32,0.09710223,0.04610282,-0.0030003595,0.030295044,-0.019347163
33,0.016338693,0.01649644,-0.049215972,-0.07662329,-0.049402617
34,0.036603857,0.0116449725,-0.01880956,0.018586155,-0.042185295
35,-0.009956642,0.015258927,-0.03162435,-0.039731104,-0.04850041
36,0.020002991,-0.035223793,-0.06984509,-0.049194045,-0.12287623
37,-0.036141224,0.034321416,-0.014134008,-0.015973432,-0.0744761
38,-0.010738723,0.016760344,-0.017717486,-0.01828694,-0.05769757
39,0.0025267377,0.020096444,-0.022293067,-0.03760217,-0.09836624
40,-0.0031524226,-0.011896731,-0.018598927,-0.0041991044,-0.053062685
41,0.02019871,-0.012415581,-0.03215355,-0.052327268,-0.008804889
42,0.092070125,-0.031142242,-0.013509691,-0.1495186,-0.11339281
43,-0.02741651,-0.03115745,-0.0648511,-0.07999057,-0.12102579
44,0.04642318,0.063532464,0.03600079,-0.002581669,-0.086803116
45,0.10312116,-0.03483389,-0.052745447,-0.04139717,-0.044429865
46,0.06328704,-0.045803577,-0.066039085,-0.102471925,-0.038263734
47,-0.01984026,-0.051953614,-0.10166764,-0.15186656,-0.02324243
48,0.06292674,0.01812303,0.0057385797,0.005334597,0.0011569448
49,0.041375052,-0.016188163,0.00013789185,-0.07765894,-0.06904417
50,0.009717872,-0.012792336,-0.05292029,-0.06691405,-0.07117923
51,-0.063999966,-0.05303945,-0.04529068,-0.10201167,-0.11679502
52,-0.09046722,-0.027021779,-0.030121187,-0.1307783,-0.13406622
53,0.066968106,0.012086678,0.10511856,0.015596442,-0.019119052
54,0.024862137,-0.066758856,-0.018749315,-0.10363333,-0.07629188
55,-0.0370266,0.006090222,-0.035802566,-0.012164202,-0.05951766
56,-0.03758699,-0.007783315,-0.042644013,-0.08814201,-0.090169586
57,-0.0073551424,0.05775239,-0.024954058,-0.029369986,0.014273215
58,0.060849108,-0.023909286,-0.026342474,-0.08623582,-0.002645744
59,0.031965926,-0.05878829,-0.07194326,-0.039014913,-0.027880412
60,0.047856323,-0.0049815215,0.0050384076,-0.03678704,-0.01194763
61,0.06447025,-0.030118257,0.010370616,0.005820399,-0.03772849
62,0.0016583214,-0.063629344,-0.014443852,-0.0869984,-0.039177805
63,-0.02841659,-0.004369813,0.05583479,0.017558556,-0.05181794
64,-0.12708391,-0.029452112,-0.063247055,-0.020036329,-0.12937495
65,-0.1761995,-0.1263435,-0.08569978,-0.08974471,-0.29243806
66,-0.115098245,-0.06278998,-0.022920188,-0.01763409,-0.12172509
67,0.0010860902,-0.0030552377,-0.055244394,-0.05400497,-0.11638122
68,0.007887789,0.11521817,-0.018600801,-0.0062794546,0.011308519
69,0.043492876,-0.06658505,-0.028718358,-0.06819751,-0.042605087
70,-0.008666964,0.044122256,0.007635932,0.050320067,-0.052829154
71,-0.046249315,-0.053925827,-0.0509434,-0.0056399647,-0.056966078
72,-0.025055096,-0.0151576735,-0.056880206,-0.10372972,-0.081257865
73,-0.050519142,-0.0041477084,-0.014913739,0.0021555424,-0.06271477
74,-0.08758264,-0.036763735,-0.010498465,0.005917672,-0.10239768
