Care,Fairness,Loyalty,Authority,Sanctity
Harm,Cheating,Betrayal,Subversion,Degradation
0.032798253,0.059601836,-0.011636534,-0.006151569,0.008199396
0.1328809,0.07143672,-0.023406534,-0.0554365,0.016972207
0.04735592,0.111763656,-0.03864385,-0.014801204,-0.03326474
0.07264998,0.12638627,0.108174875,0.02020738,0.020544915
0.019612487,0.0308636,0.028333357,0.031115798,0.040263556
-0.0059107984,-0.01356383,0.029373383,0.04127226,-0.0036541857
0.022331104,0.10964914,0.088131584,0.013330489,-0.05593561
0.0408195,0.053020187,0.12465347,0.06263411,0.05724446
-0.0242819,0.0604552,0.016970197,-0.034393013,0.015717957
0.058600407,0.03583964,-1.5654135e-05,-0.046771027,-0.012833244
-0.024862576,-0.02422485,-0.040531468,-0.008587675,0.029719941
0.03634426,-0.09955807,-0.010338786,0.033811003,-0.0021153335
0.049394228,0.047740348,0.027677298,0.016465623,-0.0023497231
0.052783623,0.037935976,0.076595925,-0.060747046,-0.05802004
0.081976525,0.03977037,0.029341303,-0.050721645,0.012658296
0.024531033,0.022147678,0.02362186,-0.046778902,-0.09374787
0.023602892,-0.015430208,-0.05780389,-0.16348012,-0.078963526
0.08026569,0.09136344,0.03683672,-0.043057345,-0.0680916
0.022573058,0.009189886,-0.073332466,-0.11425342,-0.062446423
0.011666625,0.0046683354,-0.019262005,-0.013968845,-0.046128966
0.0009820573,-0.009296883,-0.0993787,-0.06690497,-0.10324622
-0.047063664,0.0022430792,-0.018197432,0.010868939,-0.1079284
0.10737117,0.02304025,0.06609477,0.01742863,0.03554394
0.014687892,0.0145184845,0.02100819,0.034394693,-0.025166366
-0.014909342,0.013912283,-0.0043633142,-0.040763173,-0.076552995
0.09861913,0.049356177,0.059797354,-0.06519296,0.02294366
0.031311236,0.027491292,0.09663744,0.028295625,-0.0979698
-0.009911561,-0.029187087,-0.15797667,-0.111838445,-0.12674177
-0.05030833,-0.09411107,-0.048099764,-0.06674863,-0.15404776
0.07151221,0.059768856,-0.0024861367,0.082265474,0.15169647
0.023684489,0.07349672,0.03556711,-0.06534383,0.06013638
