Economic,Capacity,Morality,Fairness,"Legality,",Policy,Crime,Security,Health,Quality,Cultural,Public,Political,External,Other
0.18411529064178467,0.1657971888780594,0.0030359344091266394,0.0029066873248666525,0.00029366780654527247,0.010420513339340687,0.00034003908513113856,0.004093746189028025,0.00015607477689627558,0.0029675131663680077,0.0150624830275774,0.03294331207871437,0.0005018413648940623,0.0005801663501188159,0.0350661501288414
0.4319090247154236,0.17153680324554443,0.05807998403906822,0.43048733472824097,0.01971450261771679,0.7106399536132812,0.06507271528244019,0.2410777062177658,0.17335747182369232,0.2601408064365387,0.17855647206306458,0.3346017599105835,0.14981651306152344,0.029392486438155174,0.002432046690955758
0.7799016833305359,0.7325482368469238,0.5482692122459412,0.3660224974155426,0.4029373824596405,0.4470457434654236,0.5098681449890137,0.6351508498191833,0.43610766530036926,0.7061927318572998,0.38478562235832214,0.5869550108909607,0.6786264777183533,0.0827062726020813,0.6746199131011963
0.2693917453289032,0.4810869097709656,0.3092080354690552,0.6949865818023682,0.34960275888442993,0.6036888360977173,0.4458021819591522,0.5983406901359558,0.4487159550189972,0.46571481227874756,0.11030685156583786,0.3925691246986389,0.2875173091888428,0.15715952217578888,0.0019399975426495075
0.3614591062068939,0.4683796167373657,0.0070890807546675205,0.014285935088992119,0.0008383801323361695,0.06801504641771317,0.0007187138544395566,0.03726204112172127,0.00033187950612045825,0.012871057726442814,0.03482472151517868,0.09706838428974152,0.014391716569662094,0.0005527794710360467,0.038907893002033234
0.45408815145492554,0.43907785415649414,0.013891694135963917,0.020803598687052727,0.002078724792227149,0.3508927524089813,0.00078134227078408,0.006164969876408577,0.0001165546418633312,0.008260093629360199,0.05195736885070801,0.15749843418598175,0.01209575030952692,0.0022768641356378794,0.02719840034842491
0.8895145058631897,0.4766373634338379,0.009474175050854683,0.060324527323246,0.0024558648001402617,0.11103401333093643,0.0012997755547985435,0.23287467658519745,0.00017864983237814158,0.07545039802789688,0.034248556941747665,0.09827003628015518,0.05381243675947189,0.0023931111209094524,0.07486209273338318
0.6529842615127563,0.5730969309806824,0.026799099519848824,0.10438617318868637,0.005265550222247839,0.07111607491970062,0.008504703640937805,0.46202805638313293,0.025984738022089005,0.7110527753829956,0.04549010470509529,0.3055809736251831,0.08430422097444534,0.0033704049419611692,0.06545834243297577
0.02767254412174225,0.08997455984354019,0.006855449173599482,0.015045423060655594,0.0020030068699270487,0.02007344551384449,0.0021606713999062777,0.008125342428684235,0.13608238101005554,0.34092646837234497,0.012662291526794434,0.04196365550160408,0.005299125332385302,0.0022962000221014023,0.0411083921790123
0.9280235767364502,0.6880447864532471,0.027774402871727943,0.07851731032133102,0.0030889897607266903,0.45088642835617065,0.00233121938072145,0.037725988775491714,0.016109518706798553,0.12252619117498398,0.12142851948738098,0.18693402409553528,0.08388969302177429,0.0012562728952616453,0.043806809931993484
0.9090628027915955,0.7500495910644531,0.06566360592842102,0.043342337012290955,0.022930024191737175,0.13483184576034546,0.08573757857084274,0.35752177238464355,0.0040833232924342155,0.7487366795539856,0.1306503713130951,0.38096705079078674,0.22990748286247253,0.005648045800626278,0.09905596077442169
0.8201352953910828,0.717678964138031,0.19884981215000153,0.10035496950149536,0.02455565519630909,0.09442280232906342,0.06386927515268326,0.6648243069648743,0.027222909033298492,0.9480777382850647,0.1770487129688263,0.42912817001342773,0.13783937692642212,0.006156852934509516,0.08045759797096252
0.2029939442873001,0.4670643210411072,0.02188095450401306,0.03749682754278183,0.0028170656878501177,0.17293167114257812,0.0023474323097616434,0.11592007428407669,0.0008528904872946441,0.0718807801604271,0.03143356740474701,0.2854692339897156,0.022783011198043823,0.0019509409321472049,0.03376549482345581
0.9134693145751953,0.6813346147537231,0.05453872308135033,0.4748035669326782,0.0016975684557110071,0.5423846244812012,0.0018991176038980484,0.6179947257041931,0.6481447219848633,0.3453541100025177,0.11371063441038132,0.030253885313868523,0.014565324410796165,0.0003990166587755084,0.01439165323972702
0.5373420715332031,0.44479960203170776,0.029619168490171432,0.049421276897192,0.004164844751358032,0.16588614881038666,0.010547306388616562,0.23493900895118713,0.000669448752887547,0.049913618713617325,0.07662247866392136,0.20972324907779694,0.02185598760843277,0.008354604244232178,0.07978535443544388
0.5189796090126038,0.18001018464565277,0.004978323355317116,0.05979486554861069,0.0014591722283512354,0.023094724863767624,0.001143073197454214,0.06249134615063667,0.01120343804359436,0.036618828773498535,0.02383943647146225,0.02804010547697544,0.04250931367278099,0.0009984166827052832,0.07865702360868454
0.48657625913619995,0.5845878720283508,0.05556999891996384,0.2104482799768448,0.012429345399141312,0.2985704243183136,0.02406979165971279,0.4930189251899719,0.1598985493183136,0.5443692803382874,0.17873452603816986,0.3721148669719696,0.19886669516563416,0.002692124806344509,0.06761471182107925
0.5772921442985535,0.4727998375892639,0.05416509136557579,0.11100068688392639,0.04900720715522766,0.1091848835349083,0.17174775898456573,0.7008328437805176,0.4283813238143921,0.743305504322052,0.12986426055431366,0.4861263036727905,0.16649965941905975,0.016038192436099052,0.025642666965723038
0.488925963640213,0.3381865620613098,0.06286326795816422,0.0507177971303463,0.004281884059309959,0.47814878821372986,0.0075937374494969845,0.2215542197227478,0.0015890795039013028,0.10697941482067108,0.05440141260623932,0.415539413690567,0.07970353960990906,0.003996225073933601,0.03860402852296829
0.9499254822731018,0.5786635875701904,0.046103980392217636,0.32864901423454285,0.005788743495941162,0.6662788987159729,0.023213455453515053,0.20742903649806976,0.03226354345679283,0.33251428604125977,0.1116790771484375,0.24938714504241943,0.06854336708784103,0.0027725398540496826,0.06367062032222748
0.8188209533691406,0.6791858077049255,0.19760391116142273,0.4226957857608795,0.04142390191555023,0.4115675687789917,0.37624692916870117,0.8844980597496033,0.8303203582763672,0.6045466065406799,0.3609929084777832,0.45783424377441406,0.3862868547439575,0.024908095598220825,0.08861355483531952
0.35334041714668274,0.3215567469596863,0.0009035920375026762,0.044896550476551056,0.0010004607029259205,0.0026607620529830456,0.0003672842285595834,0.1263434737920761,0.005659040063619614,0.12605692446231842,0.01749919354915619,0.6788438558578491,0.005946798250079155,0.0025412975810468197,0.05377356335520744
0.7752299904823303,0.45844146609306335,0.06085424870252609,0.12996824085712433,0.02009970135986805,0.20688916742801666,0.016156522557139397,0.28702878952026367,0.0034075474832206964,0.07676682621240616,0.11954962462186813,0.5379195213317871,0.24864283204078674,0.009190482087433338,0.11103139072656631
0.631178617477417,0.46666252613067627,0.004986393731087446,0.027483031153678894,0.0016522214282304049,0.2508869171142578,0.000566088710911572,0.054390717297792435,0.0007066255784593523,0.04792293533682823,0.03704605996608734,0.06601809710264206,0.011933295987546444,0.0006532309926114976,0.08190211653709412
0.691196620464325,0.6792435646057129,0.05185297876596451,0.09641750901937485,0.0024932532105594873,0.14394402503967285,0.001908018602989614,0.11100254952907562,0.002152876229956746,0.07995432615280151,0.05076264217495918,0.2643386721611023,0.08814800530672073,0.0026187673211097717,0.046318553388118744
0.5578136444091797,0.41747328639030457,0.014863836579024792,0.05269240960478783,0.0014381327200680971,0.2744384706020355,0.0008144040475599468,0.06392525881528854,0.007602871861308813,0.016157053411006927,0.046405985951423645,0.17687289416790009,0.024321192875504494,0.0013516026083379984,0.08421942591667175
0.6050113439559937,0.6275819540023804,0.026370253413915634,0.16875869035720825,0.004914892837405205,0.4008694291114807,0.005099406931549311,0.48324504494667053,0.010972232557833195,0.1257176697254181,0.047680191695690155,0.24989913403987885,0.1174473911523819,0.0019800392910838127,0.060855913907289505
0.13032107055187225,0.08102533966302872,0.0009169655968435109,0.001192813622765243,0.00037740543484687805,0.002361820312216878,0.00014711999392602593,0.0374612882733345,6.47611595923081e-05,0.014247355982661247,0.0045837159268558025,0.004129346925765276,0.0012771431356668472,0.0001787831715773791,0.0107229920104146
0.393942654132843,0.2868315279483795,0.034953370690345764,0.027692850679159164,0.00849827192723751,0.019744962453842163,0.01093199010938406,0.0334293507039547,0.0014274145942181349,0.4260478615760803,0.019453732296824455,0.0554933026432991,0.008604724891483784,0.007932677865028381,0.027549374848604202
0.3136266767978668,0.041267890483140945,0.0022351148072630167,0.002839337568730116,0.0005420761881396174,0.004850593861192465,0.0011034307535737753,0.06851236522197723,0.00020319143368396908,0.07289645820856094,0.007774574216455221,0.011433723382651806,0.002689589047804475,0.0006377181853167713,0.034509263932704926
0.8302699327468872,0.2976253032684326,0.01146325096487999,0.017710844054818153,0.002659240970388055,0.009835513308644295,0.2056848406791687,0.4123739004135132,0.07100281864404678,0.7558468580245972,0.026279620826244354,0.07898672670125961,0.22889652848243713,0.009559114463627338,0.048028890043497086
0.1948571354150772,0.04424121975898743,0.0018836932722479105,0.005836875177919865,0.0008845504489727318,0.007278999779373407,0.001524758874438703,0.0347098708152771,0.0004534252220764756,0.07350003719329834,0.0053846389055252075,0.01773124374449253,0.0055941250175237656,0.0009931427193805575,0.02818998508155346
0.0977851077914238,0.12698404490947723,0.003493988187983632,0.016731057316064835,0.0009600796038284898,0.08876016736030579,0.0005146683542989194,0.019403019919991493,0.0001220364065375179,0.01571846380829811,0.011415135115385056,0.032979559153318405,0.010004778392612934,0.000978545518592,0.04064492508769035
0.6125545501708984,0.48271435499191284,0.21241891384124756,0.03672829642891884,0.0036288644187152386,0.08330436795949936,0.007628672290593386,0.19595718383789062,0.0008822863455861807,0.10387089848518372,0.1306045651435852,0.43311992287635803,0.1745208501815796,0.002268394688144326,0.05450750142335892
0.8349797129631042,0.3017987608909607,0.005255438853055239,0.03177515044808388,0.0018727091373875737,0.0692850798368454,0.004581519868224859,0.030598653480410576,0.00022013296256773174,0.016133999451994896,0.017297131940722466,0.02054597996175289,0.028160972520709038,0.003907202742993832,0.04055999591946602
0.8593404293060303,0.6526232957839966,0.06639475375413895,0.21097074449062347,0.017641447484493256,0.7475025057792664,0.08365269750356674,0.22659125924110413,0.069738008081913,0.10422448813915253,0.23241673409938812,0.15819215774536133,0.25954580307006836,0.0015633077127858996,0.08500064164400101
0.9779103398323059,0.39582884311676025,0.011076928116381168,0.035831011831760406,0.004883271176367998,0.6588674187660217,0.0024247318506240845,0.04382356256246567,0.0006245527765713632,0.4812573194503784,0.0262986421585083,0.08988825231790543,0.06409719586372375,0.004092859569936991,0.10187052190303802
0.971364438533783,0.9327402114868164,0.04571974277496338,0.2789646089076996,0.023565292358398438,0.8201027512550354,0.07314631342887878,0.22150462865829468,0.05436333641409874,0.2232941836118698,0.18685029447078705,0.19669274985790253,0.2565106749534607,0.005997447296977043,0.09232985228300095
0.9009225368499756,0.623119592666626,0.020200053229928017,0.12764130532741547,0.0016868201782926917,0.07466001063585281,0.0011539837578311563,0.0039355698972940445,0.0007744960603304207,0.0719621554017067,0.04305116459727287,0.07707208395004272,0.0065643866546452045,0.000913752184715122,0.0222894549369812
0.37218835949897766,0.26959675550460815,0.27827906608581543,0.7449327707290649,0.14468984305858612,0.28352510929107666,0.5756310820579529,0.8487273454666138,0.4434482455253601,0.6518586277961731,0.09344728291034698,0.32084953784942627,0.3117269277572632,0.1801513284444809,0.02397676557302475
0.16031524538993835,0.09941612184047699,0.001230125781148672,0.0017557151149958372,0.0004443954094313085,0.02345270663499832,0.00023930188035592437,0.0028615514747798443,9.315579518442973e-05,0.0008321710047312081,0.007598325610160828,0.010917078703641891,0.001522459089756012,0.0003805087471846491,0.021925367414951324
0.267764151096344,0.025577785447239876,0.00033969891956076026,0.0017780058551579714,0.0009905876358971,0.16082172095775604,0.00022909099061507732,0.0030085451435297728,0.00010469259723322466,0.00324836652725935,0.004914316814392805,0.008628868497908115,0.0034434597473591566,0.00044410116970539093,0.07745680958032608
0.49862462282180786,0.501873254776001,0.052780959755182266,0.2014620155096054,0.003813744056969881,0.29544416069984436,0.001238417811691761,0.03473973646759987,0.0005645931232720613,0.017635203897953033,0.1065765917301178,0.09394759684801102,0.025511888787150383,0.0015025932807475328,0.019702019169926643
0.6976024508476257,0.22873619198799133,0.06195871904492378,0.05569565296173096,0.011967587284743786,0.851158082485199,0.008993730880320072,0.3058946430683136,0.0063820406794548035,0.15672948956489563,0.07122892886400223,0.12648867070674896,0.11887180060148239,0.006216845475137234,0.05431665852665901
0.16542553901672363,0.028235560283064842,0.0006528291269205511,0.003323925891891122,0.0008622472523711622,0.00470396876335144,0.0014330979902297258,0.019233345985412598,0.0002022006083279848,0.007109006401151419,0.0029265705961734056,0.0017187941120937467,0.0008673942065797746,0.0011174880200996995,0.00857724342495203
0.3890455663204193,0.9284635782241821,0.041246723383665085,0.12482701241970062,0.0026369099505245686,0.02734679915010929,0.008058787323534489,0.3259660601615906,0.005565083585679531,0.3238660395145416,0.022988060489296913,0.06584611535072327,0.01982920989394188,0.0022576276678591967,0.03149491921067238
0.8982945680618286,0.44839343428611755,0.02069365233182907,0.04023132100701332,0.0026759218890219927,0.03284179046750069,0.00404052808880806,0.19506362080574036,0.001214855583384633,0.15165302157402039,0.04677586257457733,0.18130604922771454,0.044899988919496536,0.0018338508671149611,0.12479858845472336
0.5266891121864319,0.3368341624736786,0.010339904576539993,0.06913254410028458,0.001680988585576415,0.3081508278846741,0.0011342735961079597,0.07440982013940811,0.002427981933578849,0.09440372884273529,0.04454689100384712,0.13572296500205994,0.018278371542692184,0.0007547319983132184,0.024445895105600357
0.445454478263855,0.3273772597312927,0.01943277195096016,0.07609904557466507,0.0035102602560073137,0.06717169284820557,0.0019316674442961812,0.10830497741699219,0.005964445881545544,0.14118987321853638,0.024424323812127113,0.1250428855419159,0.062423333525657654,0.0017244999762624502,0.058855101466178894
0.4789122939109802,0.394360214471817,0.03823178634047508,0.08783204108476639,0.01229164469987154,0.3914753794670105,0.00684254989027977,0.13551253080368042,0.0007572796894237399,0.043519750237464905,0.05148584768176079,0.3981357514858246,0.07892639189958572,0.006649094168096781,0.0785113200545311
0.83841472864151,0.3002814054489136,0.03476223349571228,0.156150221824646,0.00182702939491719,0.18690747022628784,0.01680758222937584,0.19835221767425537,0.03906812146306038,0.4117560386657715,0.1419524848461151,0.30457833409309387,0.0779961347579956,0.00280589796602726,0.015531801618635654
0.5903902649879456,0.37522265315055847,0.01290645357221365,0.02657932974398136,0.0028931780252605677,0.22812190651893616,0.0013948638224974275,0.09784504026174545,0.0004182662523817271,0.03175251558423042,0.03448699414730072,0.11010239273309708,0.026199644431471825,0.0013637942029163241,0.0426013246178627
0.7735508680343628,0.7174469232559204,0.10869653522968292,0.2935652434825897,0.022767383605241776,0.3072319030761719,0.009354129433631897,0.3631356656551361,0.8650479316711426,0.46585291624069214,0.2256445586681366,0.45462313294410706,0.13589151203632355,0.004913097247481346,0.07422745227813721
0.0024025491438806057,0.058175891637802124,0.0003177893231622875,0.0029780049808323383,0.00045817552017979324,0.014374946244060993,0.0005464209243655205,0.07418417930603027,0.004251386970281601,0.005582128185778856,0.008012473583221436,0.02275901660323143,0.003819892415776849,0.0016879173927009106,0.0036189171951264143
0.24777458608150482,0.538597047328949,0.006027210503816605,0.037434764206409454,0.0013998758513480425,0.2849239706993103,0.018214914947748184,0.7417908310890198,0.009971902705729008,0.3525100648403168,0.05075661465525627,0.10393060743808746,0.019962545484304428,0.005259610712528229,0.021954847499728203
0.6258652210235596,0.46085014939308167,0.05818725749850273,0.0311973188072443,0.00398819986730814,0.1766005903482437,0.004563731607049704,0.43852123618125916,0.0007517480989918113,0.036877065896987915,0.036358289420604706,0.4175475835800171,0.043773043900728226,0.0021236082538962364,0.035433948040008545
