Care,Fairness,Loyalty,Authority,Sanctity
Harm,Cheating,Betrayal,Subversion,Degredation
-0.0028096884,0.14637652,0.064997345,0.08049424,0.080337755
-0.000416385,0.08372701,0.08032119,0.027409205,0.016914224
-0.031544276,0.14439636,0.03886291,0.038847864,-0.027408142
0.04326596,0.050204307,0.1320707,0.05261983,0.017058555
-0.0022712797,0.2177009,0.11776361,0.07754999,0.054410204
0.069827236,0.10976616,0.04641161,-0.01930273,-0.03055699
0.027956335,0.11480221,0.05257804,0.051151223,0.024017897
0.021075035,0.14506494,0.05453778,0.047850158,0.11776385
0.055669993,0.16252996,0.057196744,0.015093192,0.04281593
0.117876604,0.07242168,0.123449706,0.06693343,0.16053468
0.005655082,0.0040089143,0.03236163,-0.010436952,0.01189622
0.1409427,0.1288467,0.098154336,0.0318381,0.06526569
0.15832923,0.016422357,0.13830546,-0.024383454,0.09952091
0.02075097,0.03750668,-0.0054122563,-0.04366435,0.017799051
0.01852122,0.08328284,-0.012507219,-0.040908143,-0.050421953
0.036361776,0.060324848,-0.014153732,-0.02147905,-0.086783186
-0.015532263,-0.031287786,-0.059257448,-0.07115514,-0.1271883
-0.17026345,-0.05689691,-0.06263075,-0.09272449,-0.2296268
0.010877224,0.015120313,-0.059551436,-0.06554877,-0.04085728
0.07406399,0.13827318,0.017517544,0.024654366,-0.014812529
0.08244017,0.072050795,-0.015877571,-0.011626858,-0.052945968
0.0096655665,0.13304777,0.04041872,0.044484336,-0.05708726
-0.114252664,-0.0827177,-0.0712996,-0.13823748,-0.060617372
0.13716711,0.13298799,0.06903115,0.08529525,0.0067187315
0.104357205,0.14568853,0.021133859,0.04136606,0.09532731
-0.06920688,-0.045346245,-0.11812639,-0.076156944,-0.15256399
0.11020575,0.04046751,-0.002431094,-0.07847805,-0.022389187
0.06823348,0.108155936,0.014025751,0.0029788618,0.059776515
0.051729847,0.0989152,-0.054602765,-0.040761694,0.029681813
-0.013736661,0.1382089,0.023852643,0.024320524,-0.025343645
-0.093816176,-0.059822332,-0.077847585,-0.045992825,-0.17655925
0.0044236775,0.16435745,-0.0030707116,-0.012903681,0.024352998
-0.003550604,0.20705402,0.042155556,0.0512458,0.07475239
-0.008327128,0.14118761,0.056313187,0.054171354,0.11781072
0.13158575,0.15173426,0.10972166,0.12455846,0.18514667
0.073900394,0.10552852,0.10947733,0.05884305,0.07227728
0.02556055,0.20403785,0.06430846,0.06887348,0.06065785
0.09647754,0.06577076,0.1089097,0.09867689,0.019978246
0.000951204,0.118411385,0.01536147,0.05890557,0.018119905
0.12517288,0.032574777,0.010941754,-0.010797493,0.027932703
0.036435187,0.057341605,0.04801796,-0.028664062,-0.022113621
0.08314161,0.053629197,0.07216334,0.08087392,0.027569374
-0.00086906925,0.09028086,0.00016322918,0.0058841733,0.047254056
0.036198623,0.08658528,0.06159111,-0.044065345,-0.025606453
0.017540775,0.10507449,0.08183311,0.0054326598,0.025591716
0.0029829964,0.1396557,0.11444801,0.12807846,0.1083284
0.04793381,0.14440063,0.07771976,0.1211102,0.08787392
0.03393474,0.09108714,0.09022944,0.11624414,0.054825813
0.114472754,0.0430788,-0.02238453,-0.060991198,0.07655348
-0.082990706,0.14314485,-0.05280397,-0.010146264,-0.10859458
-0.057917897,0.17447898,0.033104166,-0.041419797,0.06598663
0.14416862,0.013384164,0.048947,-0.017262798,0.020052686
0.16509089,0.07792825,0.267522,0.081570946,0.18287298
0.08057387,0.14422828,0.04849813,0.048429698,-0.0070588174
