,Care,Fairness,Loyalty,Authority,Sanctity
,Harm,Cheating,Betrayal,Subversion,Degredation
0,0.030590504,0.03154698,0.034574475,0.00804859,0.042855892
1,0.055868525,0.07269331,0.046704095,0.037896574,0.022980014
2,0.079260394,0.08232364,0.06120145,0.0768702,0.05759062
3,0.013199703,-0.043421663,-0.005534894,-0.03548353,0.0005795604
4,0.0853902,0.11120847,0.053174477,0.03700559,0.11134248
5,0.087170474,0.06494594,0.03129226,0.07263583,0.042645156
6,0.03462868,0.10540405,0.07794846,0.08011397,0.11059649
7,0.03656929,0.050292693,0.023765745,-0.00556406,0.056632884
8,-0.07765362,-0.029894145,-0.15249938,-0.17676142,-0.13446236
9,0.008055629,0.065226234,0.0022905706,-0.06324436,0.033647537
10,0.006319848,0.0025196346,-0.011480354,0.0004721582,-0.036869127
11,0.0398604,0.08056677,0.03002061,0.033102877,0.020562759
12,-0.05922237,0.009269689,-0.08307642,-0.064332925,-0.08969836
13,0.0668727,0.06549068,0.046734646,0.06514748,0.056925643
14,-0.009874652,0.025023056,0.012470648,-0.0024366146,0.04006925
15,0.0913976,0.0590788,0.0147055425,-0.007532228,-0.0047039147
16,0.054638848,0.032676652,0.015086075,-0.06547321,0.013656583
17,0.010405139,0.049118523,-0.030593622,-0.001819165,-0.05525099
18,0.057366267,0.04413811,0.064543985,0.07796222,0.105802834
19,0.016608685,0.07242191,0.118690945,0.15856636,0.14577469
20,0.022276884,0.07825963,0.020309955,-0.0037654268,0.03251688
21,0.070668064,-0.014101489,0.020044241,0.052947093,0.042280026
22,0.01849281,0.017893378,-0.055823773,-0.04463425,0.016097747
23,0.033186454,0.11733723,0.018803632,0.037676644,0.04031407
24,0.079097055,0.05817102,0.016930752,0.022015851,0.05307869
25,-0.058003932,-0.12508409,-0.23212159,-0.21596512,-0.08038981
26,0.06590134,0.041972414,0.028466374,0.059787005,-0.021975763
27,-0.031727374,0.013440906,0.008514879,-0.05667563,-0.0064746747
28,-0.034122646,-0.03782258,-0.037796635,-0.113275304,-0.06932903
29,-0.04400396,-0.051958967,-0.0870964,-0.039317727,-0.10810294
30,0.02302968,0.002742378,-0.07740253,-0.045570206,-0.0632645
31,0.02923488,0.04450474,0.03465409,-0.0044483617,0.03516527
32,-0.016908307,0.032052524,-0.0271439,-0.031261418,-0.107918285
33,0.08005179,0.06832123,-0.019224526,0.038125217,-0.013317909
34,0.039871294,-0.01641446,0.016564531,0.0034727566,0.044171453
35,-0.10186535,-0.07424923,-0.052029207,-0.043440305,-0.03215752
36,0.082572885,0.110409304,0.07312152,0.08863315,0.16689852
37,0.122892156,0.061834984,0.11523036,0.09043809,0.10840015
38,0.0982759,0.042676065,0.08002872,0.027659953,0.103400365
39,0.05905255,0.051203523,0.020805556,-0.0046355054,0.07668319
40,0.021529574,-0.006066784,-0.05383146,-0.040659435,-0.019159554
41,-0.010911199,-0.08385949,-0.10522473,-0.13191243,-0.086639464
42,0.07169531,0.07942963,0.027618146,-0.0077382606,-0.026115026
43,0.03331807,0.03864174,-0.013373227,-0.0955884,-0.01895186
44,0.053736016,0.078583494,0.056072034,-0.0673043,-0.07434326
45,0.068240464,0.18384746,0.20255001,-0.018668132,0.0869243
46,-0.013873855,0.13808644,0.072437674,0.011039851,0.04154826
47,-0.055770244,0.02837977,-0.06372516,-0.050947614,0.037430197
48,0.027007662,0.07345919,0.12369101,0.11809813,0.04485794
49,0.0055781873,0.023834415,-0.013118461,-0.053681143,-0.060359895
50,-0.020207906,0.060744733,-0.05149965,-0.051821016,-0.057168666
51,0.10237026,0.04717379,0.0814554,0.03847913,-0.0033653658
52,-0.010596049,0.005939368,0.020132758,-0.035166368,-0.01915112
53,0.021429151,0.041725274,-0.018480558,-0.009009449,-0.07365814
54,0.089736015,0.005014536,0.06115291,0.06094586,0.12075106
55,-0.0043315263,-0.0127574,-0.014306948,-0.013882365,0.03432244
56,0.039359078,0.062220722,0.02899403,-0.015814034,-0.008559879
57,-0.003978416,0.08409476,0.09715096,0.061101045,0.0337093
58,0.035627827,0.06840831,0.073363975,0.011312567,0.10488361
59,-0.03070395,0.005338736,0.021839233,0.08895158,0.06870748
60,0.02628417,-0.0070672175,0.05924728,0.0013590492,0.0064627444
61,0.019766089,0.0179691,0.012026931,-0.036844768,-0.024320634
62,-0.087189645,-0.014717317,-0.07149856,-0.14682265,-0.125044
63,0.03352363,-0.058814477,0.007508457,-0.07169756,0.039226405
64,-0.0025486797,-0.024042664,-0.04529195,-0.059318397,-0.025156654
65,-0.010057668,0.024437478,-0.008440281,-0.057267506,-0.045584906
66,-0.028389418,-0.0648237,-0.076532766,-0.10698287,-0.13003442
67,0.04100027,0.06713781,0.059435997,-0.037712816,0.009287851
68,0.069223695,0.0007009185,0.048217498,0.018693436,0.05365918
69,-0.014943776,0.031729553,0.039601095,0.012680572,0.11235695
70,0.07009411,0.031900734,0.16268909,0.09505778,0.18281078
71,0.11096122,0.025844928,0.09766635,0.06439116,0.11100468
72,-0.0803186,-0.0058700927,-0.0867285,-0.12791741,-0.10224668
73,0.0017264318,-0.07267295,-0.094879985,-0.079823084,0.026385793
74,0.09149722,0.045560595,0.08126831,0.0992229,0.049085446
75,0.00787503,0.04769986,0.030273957,0.08092961,0.115327
76,0.07650535,0.10824323,0.1120892,0.09304872,0.13958764
