,Care,Fairness,Loyalty,Authority,Sanctity
,Harm,Cheating,Betrayal,Subversion,Degredation
0,-0.028321868,0.026161399,-0.10438071,0.0037088243,-0.06571093
1,0.053902064,0.093143925,-0.013756616,0.11749085,-0.0026656482
2,-0.00460116,0.05985624,-0.0836802,0.07051617,-0.031675406
3,-0.041288897,-0.024418749,0.008289166,0.15745908,-0.03760933
4,-0.047880217,0.01150612,-0.06763249,0.030982357,-0.06643544
5,-0.03723312,0.067015015,-0.05141533,0.061422154,-0.058114685
6,-0.008016458,0.19966765,0.14490828,0.27884015,0.03166991
7,-0.031863727,0.097837895,0.042376433,0.109997556,0.030873856
8,0.01333984,0.09958348,-0.01162826,0.05876654,0.062080774
9,0.061745882,0.083879955,0.048111733,0.075478904,-0.02361045
10,-0.06969557,0.004733015,-0.03895322,0.0871995,-0.046235755
11,-0.010209532,0.12463306,-0.051574055,0.025065716,-0.0384287
12,0.019242503,0.19912308,0.008939166,0.024980806,-0.033789005
13,0.089455426,0.15761589,0.053972434,0.15654339,0.015766773
14,0.06279378,0.08247849,-0.024354897,0.019769875,-0.09228128
15,0.010542201,0.08202608,-0.053032663,-0.048508435,-0.06233056
16,-0.046993464,0.060808387,-0.094217494,-0.013085725,-0.056124177
17,-0.044516772,-0.026781186,-0.10048599,-0.035191987,-0.07473075
18,0.035430986,0.030610519,-0.06149073,-0.020284645,-0.077925235
19,0.0077303164,0.02113282,-0.07799768,-0.0683393,-0.11079325
20,-0.00788809,0.099944755,-0.011612799,0.060802314,0.015506367
21,-0.0140683465,0.106646694,-0.010273609,0.10970146,-0.0035490189
22,-0.1076346,0.03745247,-0.065613,0.017279219,-0.070728496
23,-0.08201768,-0.035192437,-0.10430049,0.01757856,-0.10613381
24,-0.021498878,0.026552735,-0.06899454,0.06942205,-0.07327539
25,-0.04774847,-0.014798815,-0.102817126,-0.020915017,-0.085636005
26,-0.004464943,0.001566872,-0.050155003,0.011114083,-0.10942048
27,-0.06528642,0.04728563,-0.06960901,0.07051198,-0.05704846
28,0.007947503,-0.115426496,-0.14197579,-0.046067722,-0.038654953
29,0.008640414,0.061727684,-0.10365443,0.021741508,-0.073901415
30,0.004145324,0.0059609655,-0.010268943,0.04315026,-0.07711047
31,-0.07880109,-0.0796781,-0.07103171,-0.04937156,-0.06961985
32,-0.13533463,0.014266945,-0.1529567,-0.079279356,-0.08482246
33,-0.019017,0.06758827,-0.0004339153,-0.04506232,0.00353197
34,0.00047668815,0.05506595,-0.07269906,0.040982563,-0.013405095
35,-0.059296727,-0.008695184,-0.08374193,0.01303889,-0.1169398
36,-0.14263606,-0.09271303,-0.16209164,0.027611028,-0.13294984
37,0.06287654,0.016068507,0.0072174836,0.043491714,-0.17432043
38,-0.17498809,-0.06375789,-0.11433366,0.05654885,-0.02950213
39,-0.0548708,-0.059212014,-0.07771152,0.017636444,-0.12238062
40,-0.1685838,-0.08036931,-0.14277941,-0.04339512,0.031914704
41,-0.06359941,-0.071928486,0.026015297,0.04501476,-0.03635566
42,-0.0724139,-0.014625964,-0.13703853,0.003937722,-0.16271693
43,0.028505208,-0.006273668,-0.055058766,0.08209327,0.04162263
44,0.0070768204,-0.014141066,-0.0835955,0.02935771,-0.046453044
45,0.0028122626,0.026941525,-0.057627648,0.06291708,-0.06523111
46,-0.10676376,-0.09270877,-0.15299271,-0.06604505,-0.17941086
47,-0.108301125,0.0051224567,0.031288546,0.12929372,-0.14250633
48,-0.040092945,0.069437906,-0.020100012,0.12830395,0.026242327
49,-0.07535389,-0.043116406,-0.14958821,-0.037837878,-0.2669937
50,-0.024970043,0.08916395,-0.015478931,0.026527556,-0.057372402
51,0.15042444,0.1957193,0.07055198,0.207349,0.018640619
52,-0.06570433,-0.10673794,-0.10795881,-0.03368807,-0.16834107
53,0.04800635,-0.052654434,-0.069082,0.0020113587,-0.100073904
54,0.003362259,0.0817046,-0.011996929,0.10610335,-0.0039135325
55,-0.028966067,-0.007939143,-0.08751041,0.06306956,-0.0977635
56,0.13347882,0.027696902,0.08675141,-0.06008338,-0.10957194
57,0.05773514,0.040411815,0.031386226,0.051265456,-0.03569357
58,-0.008268182,0.0014077667,-0.06940325,0.035247162,-0.15246242
59,0.006023453,-0.0049731815,-0.092929326,0.0030899697,-0.054523557
60,-0.08186508,-0.07224386,-0.12982416,0.03134595,-0.17025709
61,0.03127164,0.10842604,0.022780474,0.16139305,-0.013783751
62,0.04045888,-0.031542093,-0.11128738,-0.014878503,-0.17365685
63,0.013310045,0.053694814,-0.052356385,0.13196708,-0.094908156
64,-0.014175635,0.020640366,-0.11334257,-0.027379755,-0.05131863
65,0.038068183,-0.03902653,-0.11865036,-0.08149556,-0.13587391
66,0.06552851,0.041269116,-0.06809595,0.040573765,-0.14209959
67,0.015769552,0.018623523,-0.06349349,0.055051234,-0.07751216
68,0.060735807,0.13240823,-0.019494776,0.073990285,-0.11884565
69,-0.08991049,0.06502587,-0.09904667,-0.03549555,-0.10878989
70,0.023372922,0.07676596,-0.10648533,-0.01710139,-0.06454567
71,-0.06663908,-0.058729514,-0.0774702,-0.049839232,-0.09673065
72,-0.0044848025,-0.08353265,-0.101034194,0.0033758525,-0.07247336
73,-0.03461872,-0.15309912,-0.15948877,-0.010950056,0.0257124
74,-0.121663734,-0.21996032,-0.16778147,-0.08332169,-0.17355952
75,-0.05466071,0.022301588,-0.13664286,6.942637e-05,-0.17094529
76,-0.050562896,-0.046337172,-0.11210787,-0.1504236,-0.13010667
77,-0.109509245,-0.070535205,-0.1464858,-0.10680018,-0.23656519
78,0.028380068,0.14127666,-0.10151425,0.015614155,-0.033179738
79,0.054584384,0.1334654,-0.00096882135,0.16364804,0.041812167
80,-0.04795317,-0.04349993,-0.08388071,-0.05020995,-0.011821441
81,-0.088364005,-0.05058321,-0.15735388,-0.14305684,-0.20638694
82,-0.04216034,0.0022426825,-0.104769275,0.0927387,-0.11831965
83,-0.034491807,0.0392359,0.03406861,0.116815895,0.027871795
84,-0.106611714,-0.054346003,-0.08842766,-0.0030409545,-0.08405201
85,-0.17034374,-0.102133244,-0.11445945,-0.038082253,-0.065800905
86,-0.15454768,-0.04802176,-0.11106623,-0.04152576,-0.11899352
87,-0.08288987,0.07788865,-0.03870108,0.059907973,-0.043937847
88,0.07609056,0.035776604,-0.05032869,0.054399166,0.035432685
89,0.11927614,0.12015354,0.0035362318,0.038344376,-0.019534238
90,-0.013547302,-0.009259197,-0.07524456,0.016783465,-0.111972064
91,0.018210743,0.078325175,-0.08741362,0.001751557,-0.018050317
92,-0.04193752,0.0036786087,-0.044786923,-0.11125167,-0.06910576
93,-0.09752699,-0.080719545,-0.15329257,-0.17500702,-0.16082746
94,-0.08597171,0.00063318014,-0.07790731,-0.067125864,-0.021983804
95,-0.014024737,-0.004344413,-0.10773046,-0.13884209,0.061780564
96,-0.022758879,0.06293474,-0.09669957,-0.091736674,-0.03516853
97,-0.023553297,0.05196185,-0.054801114,0.0033050925,-0.06132949
98,-0.012074426,0.09263331,-0.08634112,-0.0061168624,-0.09247958
99,0.08359578,0.11314187,-0.00060324837,0.028207373,-0.015721474
100,0.07855863,0.012865548,-0.087314405,-0.067710996,-0.1009339
101,0.005343469,-0.03292955,-0.07362707,-0.008692989,-0.108889535
102,0.020684294,-0.03629495,0.08354107,0.020944135,-0.01970832
103,0.08744479,0.06254598,0.096226975,0.10231134,-0.08711778
104,0.039239332,-0.056898896,-0.027278924,0.08670339,-0.06574561
105,-0.04712639,-0.0066001955,-0.088204235,-0.05767094,-0.0943087
106,-0.031354893,0.07753915,0.01723576,0.12581463,-0.017434815
107,-0.004137438,0.033087783,-0.09815425,0.020827219,-0.027812399
108,0.0024320409,0.092169985,0.009360274,0.11432131,-0.020369489
109,0.027234456,0.09849471,-0.055469938,0.047667738,-0.045971405
110,-0.041933812,0.12526065,-0.004922977,0.018986546,0.01403783
111,-0.0135373995,0.09309538,0.014233995,0.08230606,-0.028691653
112,-0.036261503,-0.04056769,-0.0983648,0.03191684,-0.06481876
113,-0.04632274,0.029267073,-0.04635238,0.10517457,-0.01784818
114,0.015645437,0.10588272,-0.06309769,0.085424244,0.014421649
115,0.040603936,0.15551731,0.04950247,0.11464962,-0.018014349
116,-0.017443197,0.16251197,-0.00080821104,0.0375519,-0.057944987
117,-0.008210676,0.14846104,-0.016887134,0.07214114,-0.041303523
118,-0.059595324,0.013138532,-0.020982495,0.06590226,-0.0500089
119,-0.04792372,0.016329553,-0.05740139,0.048921376,-0.057376634
120,-0.061463594,0.06724198,-0.03494217,0.07098107,-0.06156307
121,0.03551233,0.1740117,0.03520313,0.110713445,0.091304496
122,-0.034651175,0.1283568,0.02153801,0.120609894,0.03410416
123,-0.020600252,0.12507527,0.043800622,0.12282943,-0.017484078
124,0.00066639483,0.13651994,0.023057997,0.13251685,0.090463266
125,-0.053730845,0.21499395,0.111527056,0.12640764,0.045301046
126,-0.0021803137,0.094606176,0.023519939,0.09541093,0.15786137
127,-0.0728541,0.11874589,0.019056726,0.10097673,0.027377581
128,-0.018613052,0.09869407,0.010435213,0.084682204,-0.059830833
129,0.022848,0.19856359,0.073150404,0.12195435,0.1283713
130,0.0024346737,0.17596322,0.03940765,0.17134672,0.0010196492
131,-0.008958718,0.108353615,-0.0035433434,0.043868624,-0.06153672
132,0.04219637,0.07473832,0.029327344,0.050277222,-0.0029696338
133,-0.03834174,0.04637871,-0.0433712,0.06883225,0.000763881
134,-0.0120475255,0.024438625,0.014288694,0.2005081,0.074310414
135,0.041518543,0.12593213,0.0048317825,0.07275247,-0.011109568
136,0.044873983,0.14059907,0.103133604,0.08911466,0.025850756
137,-0.06674586,0.07033875,-0.0051005976,0.033604503,-0.087713376
138,0.03705858,0.13353442,0.08564668,0.1911328,-0.056502063
139,0.0013607275,0.064018145,-0.0031842643,0.09848215,-0.028679615
140,0.0302272,0.09619658,0.0032723946,0.03263633,-0.017629676
141,-0.057424124,0.15689777,0.081007056,0.20233133,0.028182833
142,-0.03926261,0.18178472,0.055819362,0.16319492,-0.0125523545
143,-0.085489005,0.18691996,0.052703932,0.049199898,0.033886652
144,-0.030846331,0.113895394,0.053757433,0.15735339,0.027440846
145,0.037690394,0.08627405,0.11729017,0.17698878,0.10112713
146,-0.039664358,0.055076446,-0.030219277,0.020873353,0.016193906
147,-0.19710417,-0.04838516,-0.10166332,-0.11070161,-0.16192453
148,-0.097083956,0.035138987,-0.031526815,0.08413681,-0.0019972483
149,-0.0038611945,0.049519252,-0.0051001785,0.13571027,0.11819429
150,0.05015876,0.14464693,-0.016496208,-0.00069728494,0.058871776
151,-0.06460689,0.07321767,-0.042162042,0.0991953,-0.08346755
152,-0.069463596,0.03452377,0.06420603,0.06480846,-0.028587962
153,-0.03568013,0.08631155,-0.013694579,0.103894964,-0.013308289
154,-0.068972714,0.049553987,-0.035858113,0.040737875,-0.06495316
155,0.025116198,0.1106898,-0.0068153087,0.07646315,-0.047586903
156,-0.03674918,0.13283028,0.034240898,0.14225532,-0.045443855
157,0.016832404,0.115587264,0.035048153,0.10201225,0.09185673
158,0.018288156,0.109917924,-0.041910987,0.03499885,0.013974791
159,-0.18358476,0.020739807,-0.078112334,-0.044901732,-0.08692257
160,0.01249473,0.16975379,0.07081035,0.14533961,0.122368924
161,-0.0022424571,0.11309652,-0.036786772,0.055663757,-0.0034809932
162,0.015256435,0.08817452,0.0071481494,0.079398185,0.033781197
163,-0.047977593,-0.015027271,-0.062941365,0.037780203,-0.05375152
164,-0.030637834,0.046555497,-0.10232949,-0.02342455,-0.04026036
165,-0.015609559,0.12103629,0.043646943,0.12454133,0.11866561
166,-0.0920585,-0.014410988,-0.0809506,0.04324124,-0.06254874
167,-0.013955316,0.10223855,-0.030671516,0.009131722,-0.03353803
168,-0.06270559,0.04612683,-0.06082215,0.025239125,-0.068277
169,0.0009395033,0.00085516274,-0.041368656,0.005044083,-0.090977594
170,-0.12185005,0.08685647,-0.065832265,0.087656245,-0.004167052
171,-0.03541957,0.003325291,-0.096713305,0.03752988,-0.07372743
